species_name,species_name_fishbase,genus_name,genus_name_fishbase,origin,invasive,IUCN_Global,IUCN_Med,Year_Global,Year_Med,Length_cm,Length_max,Depth_min_m,Depth_max_m,Continental_shelf,Continental_slope,Open_ocean,Habitat._soft,Habitat_rocky,Habitat_posidonia,Migration,Reproduction,Sex_shift,Semelparity,Larvae,Behav,Diet_type,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AnaCat,Vulnerability
Scomberomorus commerson,Scomberomorus commerson,Scomberomorus,Scomberomorus,RS,1,NT,NA,2023,NA,100,220,1,220,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,51.72
Scomberomorus tritor,Scomberomorus tritor,Scomberomorus,Scomberomorus,U,0,LC,LC,2023,2011,60,100,1,15,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,37.97
Scophthalmus rhombus,Scophthalmus rhombus,Scophthalmus,Scophthalmus,U,0,LC,LC,2021,2011,67.5,100,2,70,1,0,0,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,oceanodromous,36.35
Scorpaena elongata,Scorpaena elongata,Scorpaena,Scorpaena,U,0,LC,LC,2015,2011,45,55,150,500,0,1,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,40
Scorpaena loppei,Scorpaena loppei,Scorpaena,Scorpaena,U,0,LC,LC,2015,2011,9,15,100,200,1,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,25.52
Scorpaena maderensis,Scorpaena maderensis,Scorpaena,Scorpaena,U,0,LC,LC,2015,2011,11,15,3,20,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,35.5
Scorpaena notata,Scorpaena notata,Scorpaena,Scorpaena,U,0,LC,LC,2015,2011,16,20,10,50,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,34.22
Scorpaena porcus,Scorpaena porcus,Scorpaena,Scorpaena,U,0,LC,LC,2020,2011,23.5,30,5,20,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,non-migratory,47.08
Scorpaena scrofa,Scorpaena scrofa,Scorpaena,Scorpaena,U,0,LC,LC,2015,2011,37.5,50,20,100,1,1,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,non-migratory,67.52
Scorpaena stephanica,Scorpaena stephanica,Scorpaena,Scorpaena,A,1,LC,NA,2015,NA,30,40,80,600,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,31.8
Scorpaenodes arenai,Scorpaenodes arenai,Scorpaenodes,Scorpaenodes,E,0,DD,DD,2014,2011,10,11,20,50,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinus,Scyliorhinus,U,0,LC,NA,2021,NA,65,100,20,100,1,1,0,1,0,0,NA,Oviparous,no,no,NA,Gregarious,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,58.6
Scyliorhinus stellaris,Scyliorhinus stellaris,Scyliorhinus,Scyliorhinus,U,0,VU,NT,2021,2016,110,190,10,60,1,0,0,0,1,0,NA,Oviparous,no,no,NA,Solitary,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,90
Sebastapistes nuchalis,Sebastapistes nuchalis,Sebastapistes,Sebastapistes,RS,0,NA,NA,NA,NA,7,10,1,10,0,0,0,1,1,0,no,Ovoviviparous,no,no,no,NA,Carnivorous,Elongated,0,0,1,demersal,WaterAssumed,NA,10
Selene dorsalis,Selene dorsalis,Selene,Selene,A,1,LC,NA,2015,NA,20,36,10,100,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed, ,24.87
Seriola carpenteri,Seriola carpenteri,Seriola,Seriola,A,1,LC,NA,2015,NA,45,55,1,200,1,0,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,NA,49
Seriola dumerili,Seriola dumerili,Seriola,Seriola,U,0,LC,LC,2015,2011,100,190,20,70,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,oceanodromous,53.95
Seriola fasciata,Seriola fasciata,Seriola,Seriola,A,1,LC,NA,2015,NA,50,75,20,70,0,0,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,NA,49.97
Seriola rivoliana,Seriola rivoliana,Seriola,Seriola,A,1,LC,NA,2015,NA,80,120,30,70,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,90
Serranus atricauda,Serranus atricauda,Serranus,Serranus,A,0,DD,LC,2010,2011,20,30,10,50,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,45.14
Serranus cabrilla,Serranus cabrilla,Serranus,Serranus,U,0,LC,LC,2015,2011,27.5,40,5,500,1,1,0,1,1,1,no,Oviparous,Hermaphrodite,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,54.73
Serranus hepatus,Serranus hepatus,Serranus,Serranus,U,0,LC,LC,2015,2011,12.5,25,30,200,1,0,0,1,1,1,no,Oviparous,Hermaphrodite,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,36.54
Serranus scriba,Serranus scriba,Serranus,Serranus,U,0,LC,LC,2015,2011,27.5,36,5,30,0,0,0,0,1,1,no,Oviparous,Hermaphrodite,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,44
Siganus fuscescens,Siganus fuscescens,Siganus,Siganus,RS,1,LC,NA,2016,NA,25,40,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,1,1,reef-associated,WaterAssumed,oceanodromous,20.85
Siganus javus,Siganus javus,Siganus,Siganus,RS,1,LC,NA,2016,NA,30,53,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,1,1,reef-associated,WaterAssumed,oceanodromous,41.2
Siganus luridus,Siganus luridus,Siganus,Siganus,RS,1,LC,NA,2018,NA,20,25,1,40,1,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Mix,Herbivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,39.38
Siganus rivulatus,Siganus rivulatus,Siganus,Siganus,RS,1,LC,NA,2010,NA,25,30,1,60,1,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,30.89
Silhouettea aegyptia,Silhouettea aegyptia,Silhouettea,Silhouettea,RS,1,LC,NA,2025,NA,3.5,4.4,1,5,0,0,0,1,0,0,no,Oviparous,no,no,NA,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Sillago sihama,Sillago sihama,Sillago,Sillago,RS,0,LC,NA,2016,NA,20,25,1,20,0,0,0,1,0,0,Amphidromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,1,1,reef-associated,WaterAssumed,amphidromous,23.64
Sillago suezensis,Sillago suezensis,Sillago,Sillago,RS,1,NA,NA,NA,NA,NA,18.5,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,reef-associated,WaterAssumed,NA,12.57
Solea aegyptiaca,Solea aegyptiaca,Solea,Solea,E,0,LC,LC,2014,2014,25,30,1,50,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,NA,32.53
Solea impar,Pegusa impar,Solea,Pegusa,U,0,NA,DD,NA,2011,27.5,35,30,100,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,28.08
Solea kleinii,Synapturichthys kleinii,Solea,Synapturichthys,U,0,DD,DD,2015,2011,30,40,20,120,1,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,NA,32.62
Solea lascaris,Pegusa lascaris,Solea,Pegusa,U,0,LC,DD,2015,2011,25,40,20,50,0,0,0,1,0,0,no,Oviparous,no,no,NA,Solitary,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,NA,28.86
Solea nasuta,Pegusa nasuta,Solea,Pegusa,U,0,NA,NA,NA,NA,NA,40,1,150,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,oceanodromous,11.7
Solea senegalensis,Solea senegalensis,Solea,Solea,A,1,DD,NA,2015,NA,45,60,12,65,0,0,0,1,0,0,no,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,49.16
Solea vulgaris,Solea solea,Solea,Solea,U,0,DD,LC,2015,2011,37.5,70,1,80,1,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,oceanodromous,34.95
Somniosus rostratus,Somniosus rostratus,Somniosus,Somniosus,U,0,LC,DD,2020,2016,100,140,200,1000,1,1,0,0,0,0,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,NA,85.8
Sorsogona prionota,Ratabulus prionotus,Sorsogona,Ratabulus,RS,1,LC,NA,2018,NA,11,20,1,100,0,0,0,1,0,0,no,NA,no,no,NA,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,12
Sparisoma cretense,Sparisoma cretense,Sparisoma,Sparisoma,U,0,LC,LC,2012,2011,30,50,3,20,0,0,0,0,1,1,NA,Oviparous,no,no,Planktotrophic,NA,Herbivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,35.92
Sparus aurata,Sparus aurata,Sparus,Sparus,U,0,LC,LC,2014,2011,55,70,10,30,0,0,0,1,1,1,no,Oviparous,Protandrous,no,Planktotrophic,Mix,Omnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,34.54
Speleogobius trigloides,Speleogobius trigloides,Speleogobius,Speleogobius,E,0,LC,LC,2025,2025,2.1,2.3,8,30,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Sphoeroides cutaneus,Sphoeroides pachygaster,Sphoeroides,Sphoeroides,A,1,LC,NA,2014,NA,20,25,20,200,1,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed,NA,39.41
Sphoeroides marmoratus,Sphoeroides marmoratus,Sphoeroides,Sphoeroides,A,1,LC,NA,2014,NA,10,20,3,90,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Herbivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,10
Sphoeroides spengleri,Sphoeroides spengleri,Sphoeroides,Sphoeroides,A,0,LC,NA,2014,NA,12,30,2,70,1,0,0,1,1,1,no,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,20
Sphyraena chrysotaenia,Sphyraena chrysotaenia,Sphyraena,Sphyraena,RS,1,NA,NA,NA,NA,30,40,1,20,1,1,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,pelagic-neritic,WaterAssumed,NA,24.48
Sphyraena flavicauda,Sphyraena flavicauda,Sphyraena,Sphyraena,RS,1,LC,NA,2024,NA,35,60,2,25,0,0,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,33.03
Sphyraena sphyraena,Sphyraena sphyraena,Sphyraena,Sphyraena,U,0,LC,LC,2015,2011,70,165,5,40,0,0,0,0,0,0,NA,NA,no,no,NA,Gregarious,Carnivorous,elongated,0,0,1,pelagic-neritic,WaterAssumed,NA,90
Sphyraena viridensis,Sphyraena viridensis,Sphyraena,Sphyraena,E,0,LC,LC,2015,2011,100,165,5,30,0,0,1,0,0,0,Oceanodromous,NA,no,no,NA,Gregarious,Carnivorous,elongated,0,0,1,pelagic-neritic,WaterAssumed,NA,68.9
Sphyrna lewini,Sphyrna lewini,Sphyrna,Sphyrna,U,0,CR,NA,2019,NA,360,430,1,500,0,0,1,0,0,0,Oceanodromous,Viviparous,no,no,no,Mix,Carnivorous,elongated,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,77.74
Sphyrna mokarran,Sphyrna mokarran,Sphyrna,Sphyrna,A,1,CR,NA,2019,NA,370,610,1,300,1,1,0,0,1,0,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,elongated,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,90
Sphyrna tudes,Sphyrna tudes,Sphyrna,Sphyrna,U,0,CR,NA,2020,NA,NA,150,1,12,0,0,0,0,0,NA,NA,Viviparous,no,no,no,NA,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,NA,88.8
Sphyrna zygaena,Sphyrna zygaena,Sphyrna,Sphyrna,U,0,VU,CR,2019,2016,380,420,1,20,0,0,1,0,0,0,Oceanodromous,Viviparous,no,no,no,Gregarious,Carnivorous,elongated,0,1,1,pelagic-oceanic,WaterAssumed,oceanodromous,68.11
Spicara flexuosa,Spicara flexuosum,Spicara,Spicara,U,0,NA,NA,NA,NA,20,22,5,50,0,0,0,1,0,0,Oceanodromous,Oviparous,no,no,NA,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,13.2
Spicara maena,Spicara maena,Spicara,Spicara,U,0,LC,LC,2014,2011,21.5,26,5,50,0,0,0,1,1,1,NA,Oviparous,Protogynous,no,NA,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,NA,35.87
Spicara smaris,Spicara smaris,Spicara,Spicara,U,0,LC,LC,2014,2011,17.5,22,15,70,1,0,0,1,1,1,NA,Oviparous,no,no,NA,Gregarious,Carnivorous,fusiform / normal,0,0,1,pelagic-neritic,WaterAssumed,NA,40.36
Spondyliosoma cantharus,Spondyliosoma cantharus,Spondyliosoma,Spondyliosoma,U,0,LC,LC,2014,2011,37.5,70,10,60,1,0,0,1,1,1,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,37.21
Spratelloides delicatulus,Spratelloides delicatulus,Spratelloides,Spratelloides,RS,1,LC,NA,2017,NA,6,7,1,20,0,0,0,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Sprattus sprattus,Sprattus sprattus,Sprattus,Sprattus,E,0,LC,DD,2018,2011,12,18,5,50,1,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,24.52
Squalus acanthias,Squalus acanthias,Squalus,Squalus,U,0,VU,EN,2020,2016,90,160,10,200,1,1,0,1,0,0,Oceanodromous,Ovoviviparous,no,no,no,Solitary,Carnivorous,elongated,0,1,1,bathydemersal,WaterAssumed,oceanodromous,64.18
Squalus blainville,Squalus blainville,Squalus,Squalus,U,0,DD,DD,2021,2016,80,110,15,700,1,1,0,0,0,0,no,Ovoviviparous,no,no,no,Gregarious,Carnivorous,elongated,0,1,1,demersal,WaterAssumed,NA,68.13
Squatina aculeata,Squatina aculeata,Squatina,Squatina,U,0,CR,CR,2019,2016,160,200,30,500,1,1,0,1,0,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,90
Squatina oculata,Squatina oculata,Squatina,Squatina,U,0,CR,CR,2019,2016,150,200,20,100,1,1,0,1,0,0,NA,Ovoviviparous,no,no,no,NA,Piscivorous,other,0,0,1,demersal,WaterAssumed,NA,90
Squatina squatina,Squatina squatina,Squatina,Squatina,U,0,CR,CR,2019,2016,190,250,5,100,1,1,0,1,0,0,Oceanodromous,Ovoviviparous,no,no,no,NA,Carnivorous,other,0,1,1,demersal,WaterAssumed,oceanodromous,90
Stegastes variabilis,Stegastes variabilis,Stegastes,Stegastes,A,1,LC,NA,2022,NA,NA,12.5,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,10
Stephanolepis diaspros,Stephanolepis diaspros,Stephanolepis,Stephanolepis,RS,1,LC,NA,2019,NA,18,28,1,60,0,0,0,0,1,1,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,15
Stolephorus indicus,Stolephorus indicus,Stolephorus,Stolephorus,RS,1,LC,NA,2017,NA,12,15.5,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,13.41
Stolephorus insularis,Stolephorus insularis,Stolephorus,Stolephorus,RS,1,NA,NA,NA,NA,NA,8,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,10
Stomias boa,Stomias boa,Stomias,Stomias,U,0,LC,LC,2015,2011,20,50,1000,4000,0,0,1,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,29.28
Stromateus fiatola,Stromateus fiatola,Stromateus,Stromateus,U,0,LC,DD,2015,2011,45,55,10,70,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed,NA,44.4
Sudis hyalina,Sudis hyalina,Sudis,Sudis,U,0,DD,DD,2015,2011,NA,100,200,2000,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,60
Symbolophorus veranyi,Symbolophorus veranyi,Symbolophorus,Symbolophorus,U,0,LC,LC,2015,2011,9,12,1,800,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,oceanodromous,10
Symphodus bailloni,Symphodus bailloni,Symphodus,Symphodus,U,0,LC,DD,2010,2011,16.5,20,1,50,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,14.4
Symphodus cinereus,Symphodus cinereus,Symphodus,Symphodus,E,0,LC,LC,2015,2011,9,12,5,20,0,0,0,1,0,1,NA,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,27.17
Symphodus doderleini,Symphodus doderleini,Symphodus,Symphodus,E,0,LC,LC,2014,2014,8,10,5,30,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Symphodus mediterraneus,Symphodus mediterraneus,Symphodus,Symphodus,U,0,LC,LC,2010,2011,10,18,3,20,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,22.54
Symphodus melanocercus,Centrolabrus melanocercus,Symphodus,Centrolabrus,E,0,LC,LC,2014,2014,10,14,3,15,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Symphodus melops,Symphodus melops,Symphodus,Symphodus,U,0,LC,LC,2010,2011,17.5,25,2,15,0,0,0,0,1,0,NA,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,non-migratory,33.97
Symphodus ocellatus,Symphodus ocellatus,Symphodus,Symphodus,U,0,LC,LC,2014,2014,9,12,1,15,0,0,0,0,1,0,NA,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,22.05
Symphodus roissali,Symphodus roissali,Symphodus,Symphodus,U,0,LC,LC,2010,2011,13.5,17,1,10,0,0,0,0,1,0,NA,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,31.12
Symphodus rostratus,Symphodus rostratus,Symphodus,Symphodus,U,0,LC,LC,2014,2014,9,13,3,20,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,20.2
Symphodus tinca,Symphodus tinca,Symphodus,Symphodus,U,0,LC,LC,2010,2011,27.5,35,1,20,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,39.78
Symphurus ligulatus,Symphurus ligulatus,Symphurus,Symphurus,U,0,LC,LC,2015,2011,8,10,20,800,1,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,21.84
Symphurus nigrescens,Symphurus nigrescens,Symphurus,Symphurus,U,0,LC,LC,2015,2011,10,12,50,1000,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Synagrops japonicus,Synagrops japonicus,Synagrops,Synagrops,RS,0,LC,NA,2015,NA,30,35,250,450,0,1,0,1,0,0,no,NA,no,no,NA,NA,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,NA,32.7
Synanceia verrucosa,Synanceia verrucosa,Synanceia,Synanceia,RS,1,LC,NA,2018,NA,27,40,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,non-migratory,38.8
Synaptura lusitanica,Dagetichthys lusitanicus,Synaptura,Dagetichthys,A,1,NA,NA,NA,NA,30,40,5,60,1,0,0,1,0,0,no,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,short and / or deep,0,1,1,demersal,WaterAssumed,NA,30
Synchiropus phaeton,Synchiropus phaeton,Synchiropus,Synchiropus,U,0,LC,LC,2015,2011,10,18,80,650,1,1,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,34.72
Synchiropus sechellensis,Synchiropus sechellensis,Synchiropus,Synchiropus,RS,1,LC,NA,2022,NA,NA,3.799999952,34,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,demersal,WaterAssumed,NA,10
Syngnathus abaster,Syngnathus abaster,Syngnathus,Syngnathus,U,0,LC,LC,2024,2016,12.5,21,1,5,0,0,0,1,0,1,Amphidromous,Ovoviviparous,no,no,no,NA,Carnivorous,eel-like,1,1,1,demersal,WaterAssumed,amphidromous?,36.4
Syngnathus acus,Syngnathus acus,Syngnathus,Syngnathus,U,0,LC,LC,2025,2016,35,46,1,15,0,0,0,1,0,1,NA,Ovoviviparous,no,no,no,NA,Carnivorous,eel-like,0,1,1,demersal,WaterAssumed,non-migratory,40
Syngnathus phlegon,Syngnathus phlegon,Syngnathus,Syngnathus,U,0,LC,DD,2025,2016,15,20,1,50,1,1,0,0,0,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,eel-like,0,0,1,pelagic-neritic,WaterAssumed,NA,10
Syngnathus rostellatus,Syngnathus rostellatus,Syngnathus,Syngnathus,A,1,LC,DD,2025,2016,15,17,1,15,0,0,0,1,0,1,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,eel-like,0,1,1,demersal,WaterAssumed,non-migratory,18.64
Syngnathus taenionotus,Syngnathus taenionotus,Syngnathus,Syngnathus,E,0,DD,DD,2016,2016,22.5,25,1,20,0,0,0,1,0,1,NA,Ovoviviparous,no,no,no,NA,Carnivorous,eel-like,0,1,1,demersal,WaterAssumed,NA,10
Syngnathus tenuirostris,Syngnathus tenuirostris,Syngnathus,Syngnathus,E,0,VU,DD,2026,2016,33,39,1,25,0,0,0,1,0,1,NA,Ovoviviparous,no,no,no,NA,Carnivorous,eel-like,0,0,1,demersal,WaterAssumed,NA,15.42
Syngnathus typhle,Syngnathus typhle,Syngnathus,Syngnathus,U,0,LC,LC,2014,2016,30,35,5,20,0,0,0,1,0,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,eel-like,0,1,1,demersal,WaterAssumed,non-migratory,25.2
Synodus randalli,Synodus randalli,Synodus,Synodus,RS,1,LC,NA,2019,NA,NA,11.30000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongated,0,0,1,benthopelagic,WaterAssumed,NA,10
Synodus saurus,Synodus saurus,Synodus,Synodus,U,0,LC,LC,2010,2011,27.5,43,5,50,0,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Piscivorous,elongated,0,0,1,demersal,WaterAssumed,NA,47.08
Taeniura grabata,Taeniurops grabatus,Taeniura,Taeniurops,U,0,NT,DD,2021,2016,90,100,10,300,0,0,0,1,0,0,Oceanodromous,Ovoviviparous,no,no,no,Gregarious,Carnivorous,other,0,0,1,demersal,WaterAssumed,NA,90
Taractes rubescens,Taractes rubescens,Taractes,Taractes,A,1,LC,NA,2015,NA,30,89,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,55.6
Taurulus bubalis,Taurulus bubalis,Taurulus,Taurulus,U,0,LC,DD,2014,2011,15,20,1,30,0,0,0,0,1,1,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,demersal,Facultative,non-migratory,37.66
Terapon jarbua,Terapon jarbua,Terapon,Terapon,RS,1,LC,NA,2017,NA,25,36,20,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,demersal,WaterAssumed,catadromous,36.94
